_RAJ2000,_DEJ2000,Type,WISEP,OName,p,SpType,l_W1mag,W1mag,e_W1mag,W2mag,e_W2mag,l_W3mag,W3mag,e_W3mag,l_Jmag,Jmag,l_Hmag,Hmag,l_Ksmag,Ksmag,WISE,2M,Simbad,_RA,_DE
219.729625,-13.153,L,J143855.11-130910.8,2MASSW J1438549-130910,,L3:,,13.288,0.027,12.93,0.034,,11.747,0.28,,15.49,,14.504,,13.863,WISE,2M,Simbad,219.72962,-13.153
219.9204167,18.4438056,L,J143940.90+182637.7,2MASSW J1439409+182637,,L1,,14.331,0.034,13.97,0.054,>,12.224,,,16.22,,15.454,,14.542,WISE,2M,Simbad,219.92042,18.44381
220.0072917,0.3629722,L,J144001.75+002146.7,SDSSp J144001.82+002145.8,,L1,,14.1,0.03,13.835,0.046,>,12.625,,,15.948,,15.08,,14.598,WISE,2M,Simbad,220.00729,0.36297
220.0675417,0.4443056,L,J144016.21+002639.5,SDSS J144016.20+002638.9,,L3,,14.28,0.032,13.955,0.05,>,12.115,,,16.069,,15.414,,14.815,WISE,2M,Simbad,220.06754,0.44431
221.5030417,0.4142222,L,J144600.73+002451.2,SDSSp J144600.60+002452.0,p,L6,,13.253,0.027,12.9,0.032,,11.946,0.3,,15.894,,14.514,,13.935,WISE,2M,Simbad,221.50304,0.41422
222.4088333,23.92675,L,J144938.12+235536.3,2MASSW J1449378+235537,,L0,,14.241,0.032,14.528,0.095,>,12.473,,,15.818,,15.004,,14.311,WISE,2M,Simbad,222.40883,23.92675
227.901125,35.5865278,L,J151136.27+353511.5,SDSS J151136.24+353511.4,,L1,,14.618,0.035,14.236,0.055,>,12.632,,,16.294,,15.621,,14.946,WISE,2M,Simbad,227.90112,35.58653
228.77575,44.6133611,L,J151506.18+443648.1,SDSS J151506.11+443648.3,,L7.5:: (IR),,13.982,0.029,13.465,0.033,,12.331,0.3,,16.583,,15.636,,14.757,WISE,2M,Simbad,228.77575,44.61336
230.8447083,30.2484167,L,J152322.73+301454.3,Gl 584C,,L8,,13.555,0.034,12.994,0.035,,11.919,0.262,,16.056,,14.928,,14.348,WISE,2M,Simbad,230.84471,30.24842
231.5577083,20.7269444,L,J152613.85+204337.0,2MASSI J1526140+204341,,L7,,13.147,0.027,12.794,0.029,,12.18,0.305,,15.586,,14.497,,13.922,WISE,2M,Simbad,231.55771,20.72694
235.0385417,37.7076944,L,J154009.25+374227.7,SDSS J154009.36+374230.3,,L9:: (IR),,13.999,0.03,13.568,0.037,,12.113,0.279,,16.558,,15.348,,14.739,WISE,2M,Simbad,235.03854,37.70769
236.2868333,35.9245833,L,J154508.84+355528.5,SDSS J154508.93+355527.3,,L7.5,,14.587,0.033,14.116,0.047,>,12.566,,,16.834,,15.997,,15.427,WISE,2M,Simbad,236.28683,35.92458
243.9269167,49.88925,L,J161542.46+495321.3,2MASS J16154255+4953211,,L4,,13.221,0.027,12.598,0.025,,12.428,0.261,,16.789,,15.332,,14.306,WISE,2M,Simbad,243.92692,49.88925
248.1224583,19.07775,L,J163229.39+190439.9,2MASSW J1632291+190441,p,L8,,13.143,0.027,12.62,0.026,,11.703,0.187,,15.867,,14.612,,14.003,WISE,2M,Simbad,248.12246,19.07775
259.3097083,65.4391389,L,J171714.33+652620.9,SDSS J171714.10+652622.2,,L4,,12.54,0.024,12.212,0.023,,11.553,0.109,,14.95,,13.84,,13.177,WISE,2M,Simbad,259.30971,65.43914
260.0279167,61.9268056,L,J172006.70+615536.5,SDSS J172006.69+615537.7,,L3,,15.366,0.036,15.252,0.067,>,13.442,,,,,,,,WISE,2M,Simbad,260.02792,61.92681
271.8165417,50.2583889,L,J180715.97+501530.2,2MASSI J1807159+501531,,L1.5,,11.249,0.025,10.966,0.022,,10.483,0.049,,12.934,,12.127,,11.602,WISE,2M,Simbad,271.81654,50.25839
280.2860833,31.2911944,L,J184108.66+311728.3,2MASSW J1841086+311727,,L4pec,,13.612,0.031,13.235,0.033,,12.762,0.371,,16.158,,14.971,,14.22,WISE,2M,Simbad,280.28608,31.29119
287.2840833,-19.6304444,L,J190908.18-193749.6,DENIS-P J1909081-193748,,L1+/-1,,12.464,0.03,12.156,0.05,,,,,14.52,,13.543,,12.915,WISE,2M,Simbad,287.28408,-19.63044
300.711,-5.3648889,L,J200250.64-052153.6,2MASS J20025073-0521524,,L6,,12.531,0.024,12.068,0.026,,11.088,0.144,,15.316,,14.278,,13.417,WISE,2M,Simbad,300.711,-5.36489
307.0850833,0.8740556,L,J202820.42+005226.6,SDSS J202820.32+005226.5,,L3,,12.301,0.024,12.018,0.024,,11.273,0.16,,14.298,,13.377,,12.793,WISE,2M,Simbad,307.08508,0.87406
308.6567917,8.4488889,L,J203437.63+082656.0,2MASS J20343769+0827009,,L1,,12.749,0.027,12.557,0.031,,11.773,0.298,,14.464,,13.593,,13.08,WISE,2M,Simbad,308.65679,8.44889
309.0128333,10.8577222,L,J203603.08+105127.8,2MASS J20360316+1051295,,L3,,11.9,0.024,11.6,0.025,,11.044,0.137,,13.95,,13.018,,12.447,WISE,2M,Simbad,309.01283,10.85772
310.428625,-35.1127222,L,J204142.87-350645.8,2MASS J20414283-3506442,,L2:,,12.866,0.027,12.555,0.027,,12.203,0.336,,14.887,,13.987,,13.401,WISE,2M,Simbad,310.42862,-35.11272
310.82375,-15.8511111,L,J204317.70-155104.0,SDSS J204317.69-155103.4,,L9 (IR),,14.775,0.039,14.16,0.056,,11.769,0.246,,16.625,,16.054,,15.402,WISE,2M,Simbad,310.82375,-15.85111
314.475375,-2.87525,L,J205754.09-025230.9,2MASSI J2057540-025230,,L1.5,,11.281,0.023,10.985,0.02,,10.343,0.076,,13.121,,12.268,,11.724,WISE,2M,Simbad,314.47537,-2.87525
316.9758333,-45.7350556,L,J210754.20-454406.2,2MASS J21075409-4544064,,L0:,,12.942,0.027,12.628,0.027,,12.814,0.543,,14.915,,13.953,,13.38,WISE,2M,Simbad,316.97583,-45.73506
331.6879583,-42.28975,L,J220645.11-421723.1,2MASSW J2206450-421721,,L2,,12.855,0.026,12.371,0.026,,11.84,0.229,,15.555,,14.447,,13.609,WISE,2M,Simbad,331.68796,-42.28975
340.8205833,-59.5397222,L,J224316.94-593223.0,2MASS J22431696-5932206,,L0::,,12.48,0.025,12.262,0.026,,11.429,0.197,,14.074,,13.386,,12.837,WISE,2M,Simbad,340.82058,-59.53972
5.3660417,-63.8523889,M,J002127.85-635108.6,F 079-18,,M5.5 V,,9.909,0.024,9.655,0.021,,9.381,0.031,,11.021,,10.483,,10.108,WISE,2M,Simbad,5.36604,-63.85239
8.82975,28.1209722,M,J003519.14+280715.5,CTI 003439.1+280309,,M4 V,,12.021,0.024,11.852,0.022,,11.401,0.146,,13.015,,12.458,,12.163,WISE,2M,Simbad,8.82975,28.12097
10.852125,28.0954722,M,J004324.51+280543.7,CTI 004244.4+280140,,M6 V,,14.04,0.031,13.815,0.04,>,12.893,,,15.217,,14.641,,14.288,WISE,2M,Simbad,10.85212,28.09547
11.1952083,28.1282778,M,J004446.85+280741.8,CTI 004406.7+280336,,M1.5 V,,12.544,0.027,12.413,0.025,,12.0,0.248,,13.533,,12.915,,12.71,WISE,2M,Simbad,11.19521,28.12828
11.5244583,28.1448056,M,J004605.87+280841.3,CTI 004525.7+280437,,M4.5 V,,13.481,0.031,13.202,0.034,,12.077,0.319,,14.544,,13.959,,13.673,WISE,2M,Simbad,11.52446,28.14481
16.05325,28.1095278,M,J010412.78+280634.3,CTI 010332.0+280234,,M3.5 V,,11.938,0.024,11.746,0.024,,11.537,0.191,,12.909,,12.315,,12.069,WISE,2M,Simbad,16.05325,28.10953
19.458,28.0459167,M,J011749.92+280245.3,CTI 011708.6+275850,,M3.5 V,,13.446,0.027,13.261,0.035,>,12.704,,,14.42,,13.793,,13.574,WISE,2M,Simbad,19.458,28.04592
19.785125,28.1530278,M,J011908.43+280910.9,CTI 011826.7+280514,,M6 V,,13.579,0.029,13.333,0.038,>,12.223,,,14.817,,14.189,,13.822,WISE,2M,Simbad,19.78512,28.15303
21.4975,28.1112222,M,J012559.40+280640.4,CTI 012517.7+280247,,M0 V,,13.776,0.031,13.738,0.045,>,12.079,,,14.767,,14.075,,13.888,WISE,2M,Simbad,21.4975,28.11122
21.9126667,28.0978611,M,J012739.04+280552.3,CTI 012657.5+280202,,M8.5 V,,12.482,0.027,12.206,0.027,,11.932,0.294,,14.044,,13.357,,12.856,WISE,2M,Simbad,21.91267,28.09786
22.087625,2.1879167,M,J012821.03+021116.5,LHS 1252,,M6 V,,11.596,0.026,11.323,0.026,,11.131,0.197,,12.674,,12.11,,11.758,WISE,2M,Simbad,22.08762,2.18792
24.6057917,28.1621389,M,J013825.39+280943.7,CTI 013743.0+280553:,,M4.5 V,,13.852,0.031,13.462,0.04,>,12.595,,,14.79,,14.265,,14.073,WISE,2M,Simbad,24.60579,28.16214
27.9937083,28.144,M,J015158.49+280838.4,CTI 015115.8+280458,,M3.5 V,,11.596,0.024,11.435,0.022,,11.529,0.223,,12.745,,12.138,,11.842,WISE,2M,Simbad,27.99371,28.144
28.0405,34.0094722,M,J015209.72+340034.1,2MASP J0152096+340037,,M6.5 V,,13.607,0.028,13.242,0.036,,12.541,0.446,,14.729,,14.254,,13.793,WISE,2M,Simbad,28.0405,34.00947
28.588,28.0708056,M,J015421.12+280414.9,CTI 015338.5+280036,,M3.5 V,,14.746,0.04,14.456,0.078,>,12.085,,,15.771,,15.179,,14.766,WISE,2M,Simbad,28.588,28.07081
29.4539583,28.1484722,M,J015748.95+280854.5,CTI 015705.9+280519,,M4.5 V,,14.073,0.032,13.818,0.051,>,12.348,,,15.077,,14.573,,14.398,WISE,2M,Simbad,29.45396,28.14847
29.7843333,28.0827222,M,J015908.24+280457.8,CTI 015825.4+280120,,M1.5 V,,12.629,0.026,12.587,0.033,,,,,13.636,,12.917,,12.774,WISE,2M,Simbad,29.78433,28.08272
30.5657083,10.3364167,M,J020215.77+102011.1,LHS 1326,,M5.5 V,,8.698,0.024,8.488,0.021,,8.256,0.025,,9.842,,9.254,,8.928,WISE,2M,Simbad,30.56571,10.33642
34.568125,-27.6803056,M,J021816.35-274049.1,LP 885-45,,M4.5 V,,12.348,0.025,12.129,0.025,,12.032,0.256,,13.338,,12.838,,12.529,WISE,2M,Simbad,34.56812,-27.68031
36.40425,24.1427222,M,J022537.02+240833.8,LP 353-59,,M4.5 V,,12.341,0.024,12.14,0.027,,11.694,0.254,,13.449,,12.837,,12.547,WISE,2M,Simbad,36.40425,24.14272
42.170625,-16.8568889,M,J024840.95-165124.8,LP 771-21,,M8 V,,11.186,0.025,10.983,0.022,,10.619,0.084,,12.551,,11.872,,11.422,WISE,2M,Simbad,42.17062,-16.85689
43.1090833,0.9393056,M,J025226.18+005621.5,TVLM 832-10443,,M8 V,,11.657,0.025,11.387,0.025,,10.964,0.134,,13.126,,12.441,,11.963,WISE,2M,Simbad,43.10908,0.93931
48.949625,28.1000278,M,J031547.91+280600.1,CTI 031502.6+280315,,M3.5 V,,12.359,0.027,12.164,0.026,,11.707,0.243,,13.383,,12.788,,12.551,WISE,2M,Simbad,48.94962,28.10003
50.2497917,18.9056389,M,J032059.95+185420.3,LP 412-31,,M8 V,,10.36,0.024,10.146,0.021,,9.873,0.052,,11.759,,11.066,,10.639,WISE,2M,Simbad,50.24979,18.90564
51.3665833,28.11,M,J032527.98+280636.0,CTI 032442.5+280400,,M4 V,,12.098,0.025,11.957,0.025,,11.475,0.187,,13.203,,12.492,,12.263,WISE,2M,Simbad,51.36658,28.11
51.9372083,28.0295278,M,J032744.93+280146.3,CTI 032659.6+275912,,M4.5 V,,11.428,0.025,11.204,0.023,,10.838,0.108,,12.547,,11.832,,11.553,WISE,2M,Simbad,51.93721,28.02953
54.8978333,-35.4280556,M,J033935.48-352541.0,LP 944-20,,M9 V,,9.141,0.024,8.796,0.019,,8.242,0.022,,10.725,,10.017,,9.548,WISE,2M,Simbad,54.89783,-35.42806
102.6604583,28.0630833,M,J065038.51+280347.1,CTI 064951.4+280442,,M5.5 V,,14.062,0.036,13.943,0.053,,12.1,0.353,,15.188,,14.522,,14.292,WISE,2M,Simbad,102.66046,28.06308
103.157875,28.0373056,M,J065237.89+280214.3,CTI 065150.8+280311,,M5.5 V,,14.663,0.048,14.658,0.092,>,12.28,,,15.661,,15.283,,14.735,WISE,2M,Simbad,103.15787,28.03731
104.489625,62.3205278,M,J065757.51+621913.9,LHS 1885,,M4.5 V,,7.448,0.025,7.278,0.021,,7.108,0.019,,8.585,,7.988,,7.69,WISE,2M,Simbad,104.48962,62.32053
105.1560833,28.0229167,M,J070037.46+280122.5,CTI 065950.5+280228,,M4.5 V,,14.499,0.035,14.272,0.059,,12.433,0.493,,15.638,,14.942,,14.602,WISE,2M,Simbad,105.15608,28.02292
106.971875,-49.0128333,M,J070753.25-490046.2,ESO 207-61,,M8.5 V,,11.835,0.025,11.549,0.022,,11.206,0.09,,13.228,,12.538,,12.105,WISE,2M,Simbad,106.97187,-49.01283
109.8816667,32.8291389,M,J071931.60+324944.9,Gl 270,,M0 V,,6.3,0.036,6.244,0.023,,6.165,0.018,,7.184,,6.541,,6.376,WISE,2M,Simbad,109.88167,32.82914
114.1052917,7.0777778,M,J073625.27+070440.0,G 89-32,,M4.5 V,,7.118,0.029,6.895,0.021,,6.746,0.018,,8.18,,7.611,,7.282,WISE,2M,Simbad,114.10529,7.07778
117.7479583,28.0709444,M,J075059.51+280415.4,CTI 075013.2+280613,,M4.5 V,,14.422,0.033,14.097,0.053,>,12.435,,,15.366,,14.855,,14.654,WISE,2M,Simbad,117.74796,28.07094
118.47125,8.8999722,M,J075353.10+085359.9,LHS 5129,,M6 V,,11.587,0.025,11.313,0.023,,11.09,0.129,,12.627,,12.139,,11.806,WISE,2M,Simbad,118.47125,8.89997
119.539,28.0581111,M,J075809.36+280329.2,CTI 075723.2+280533,,M4 V,,13.9,0.032,13.846,0.049,>,12.587,,,14.977,,14.301,,13.983,WISE,2M,Simbad,119.539,28.05811
129.076375,-19.3444722,M,J083618.33-192040.1,LP 785-18,,M3 V,,9.383,0.024,9.247,0.021,,9.115,0.03,,10.341,,9.802,,9.535,WISE,2M,Simbad,129.07637,-19.34447
133.3991667,-3.4928333,M,J085335.80-032934.2,LHS 2065,,M9 V,,9.623,0.019,9.385,0.02,,8.941,0.03,,11.212,,10.469,,9.942,WISE,2M,Simbad,133.39917,-3.49283
135.5221667,28.0272778,M,J090205.32+280138.2,CTI 090120.6+280439,,M5.5 V,,13.736,0.028,13.558,0.041,,12.461,0.43,,14.967,,14.361,,13.923,WISE,2M,Simbad,135.52217,28.02728
135.5274583,0.5551389,M,J090206.59+003318.5,LHS 5142,,M6 V,,10.947,0.022,10.7,0.021,,10.433,0.074,,12.106,,11.538,,11.161,WISE,2M,Simbad,135.52746,0.55514
139.504,28.0390278,M,J091800.96+280220.5,CTI 091716.8+280531,,M6 V,,14.161,0.031,13.859,0.044,>,12.38,,,15.411,,14.798,,14.493,WISE,2M,Simbad,139.504,28.03903
141.066875,35.2789167,M,J092416.05+351644.1,G 117-B15 B,,M3.5 V,,10.711,0.025,10.525,0.022,,10.404,0.072,,11.729,,11.156,,10.917,WISE,2M,Simbad,141.06687,35.27892
141.2791667,27.9577222,M,J092507.00+275727.8,CTI 092423.0+280044,,M3 V,,11.776,0.024,11.62,0.022,,11.575,0.183,,12.692,,12.126,,11.897,WISE,2M,Simbad,141.27917,27.95772
141.5992083,27.95025,M,J092623.81+275700.9,CTI 092539.9+280018,,M6.5 V,,14.109,0.03,13.904,0.047,>,11.995,,,15.324,,14.558,,14.269,WISE,2M,Simbad,141.59921,27.95025
144.3120833,27.987,M,J093714.90+275913.2,CTI 093631.3+280237,,M3 V,,11.225,0.014,11.093,0.013,,10.959,0.115,,12.237,,11.6,,11.347,WISE,2M,Simbad,144.31208,27.987
145.5945,42.7592778,M,J094222.68+424533.4,TVLM 262-111511,,M8.5 V,,12.788,0.028,12.472,0.027,,12.195,0.324,,14.197,,13.512,,13.095,WISE,2M,Simbad,145.5945,42.75928
147.9491667,42.5635278,M,J095147.80+423348.7,TVLM 262-70502,,M6.5 V,,12.902,0.027,12.654,0.027,,12.241,0.301,,14.183,,13.473,,13.093,WISE,2M,Simbad,147.94917,42.56353
149.3497083,26.5473889,M,J095723.93+263250.6,LP 315-11,,M4.5 V,,12.45,0.026,12.21,0.025,,11.614,0.191,,13.485,,13.006,,12.632,WISE,2M,Simbad,149.34971,26.54739
150.5135833,45.7489722,M,J100203.26+454456.3,LP 166-56,,M5 V,,12.337,0.024,12.129,0.024,,11.661,0.19,,13.477,,12.895,,12.565,WISE,2M,Simbad,150.51358,45.74897
151.9320417,11.5748056,M,J100743.69+113429.3,LSPM J1007+1134,,M4.5 V,,12.668,0.026,12.426,0.026,,11.946,0.241,,13.705,,13.137,,12.867,WISE,2M,Simbad,151.93204,11.57481
154.1439167,27.86225,M,J101634.54+275144.1,LHS 2243,,M8 V,,10.715,0.023,10.517,0.02,,10.242,0.065,,11.987,,11.331,,10.955,WISE,2M,Simbad,154.14392,27.86225
155.653625,30.2826667,M,J102236.87+301657.6,PSS 1022+3016,,M6 V,,11.578,0.025,11.369,0.022,,11.009,0.123,,12.743,,12.116,,11.771,WISE,2M,Simbad,155.65362,30.28267
157.3405417,27.9938611,M,J102921.73+275937.9,CTI 102840.1+280330,,M5.5 V,,13.904,0.021,13.727,0.035,,12.573,0.435,,15.129,,14.463,,14.075,WISE,2M,Simbad,157.34054,27.99386
157.6754167,28.0112222,M,J103042.10+280040.4,CTI 103000.3+280432,,M5.5 V,,14.194,0.034,13.956,0.053,>,11.871,,,15.391,,14.698,,14.442,WISE,2M,Simbad,157.67542,28.01122
202.7535417,-45.5853333,M,J133100.85-453507.2,WT 426,,M3.5 V,,8.536,0.024,8.316,0.02,,8.183,0.022,,9.469,,8.95,,8.702,WISE,2M,Simbad,202.75354,-45.58533
208.5905833,28.0114444,M,J135421.74+280041.2,LP 324-30,,M6 V,,12.638,0.026,12.444,0.026,,11.989,0.245,,13.778,,13.195,,12.892,WISE,2M,Simbad,208.59058,28.01144
209.084125,-28.0640833,M,J135620.19-280350.7,LHS 2826,,M4.5 V,,9.374,0.023,9.218,0.02,,9.003,0.032,,10.48,,9.875,,9.565,WISE,2M,Simbad,209.08412,-28.06408
209.183625,-17.5038889,M,J135644.07-173014.0,LP 799-3,,M4.5:: V,,13.975,0.033,13.73,0.051,>,12.042,,,14.988,,14.542,,14.244,WISE,2M,Simbad,209.18362,-17.50389
209.79175,-19.8348333,M,J135910.02-195005.4,LHS 2836,,M4.5 V,,7.292,0.027,7.114,0.021,,6.955,0.02,,8.334,,7.761,,7.445,WISE,2M,Simbad,209.79175,-19.83483
212.7825833,27.9739722,M,J141107.82+275826.3,CTI 141034.2+280158,,M4.5 V,,12.222,0.023,12.032,0.024,,11.999,0.248,,13.295,,12.676,,12.422,WISE,2M,Simbad,212.78258,27.97397
212.937375,27.9689444,M,J141144.97+275808.2,LP 325-1,,M5.5 V,,13.283,0.028,13.059,0.031,,12.528,0.383,,14.412,,13.763,,13.436,WISE,2M,Simbad,212.93737,27.96894
213.297375,28.0406667,M,J141311.37+280226.4,CTI 141237.7+280557,,M3 V,,12.23,0.024,12.077,0.024,,11.906,0.211,,13.289,,12.697,,12.392,WISE,2M,Simbad,213.29737,28.04067
213.5133333,27.9669444,M,J141403.20+275801.0,CTI 141329.8+280131,,M2.5 V,,12.266,0.025,12.112,0.023,,12.167,0.267,,13.273,,12.647,,12.388,WISE,2M,Simbad,213.51333,27.96694
224.6019167,28.6648056,M,J145824.46+283953.3,2MASS J14582453+2839580,,M8.5 V,,11.617,0.027,11.394,0.024,,11.239,0.139,,13.083,,12.309,,11.849,WISE,2M,Simbad,224.60192,28.66481
225.2840417,22.8337222,M,J150108.17+225001.4,TVLM 513-46546,,M8.5 V,,10.368,0.023,10.059,0.021,,9.552,0.04,,11.866,,11.181,,10.706,WISE,2M,Simbad,225.28404,22.83372
226.5775417,27.9733333,M,J150618.61+275824.0,CTI 150546.8+280117,,M5.5 V,,15.223,0.042,14.994,0.086,>,12.177,,,16.451,,16.044,>,14.941,WISE,2M,Simbad,226.57754,27.97333
227.5690833,-2.6854444,M,J151016.58-024107.6,TVLM 868-110639,,M9 V,,10.957,0.024,10.667,0.021,,10.212,0.073,,12.614,,11.842,,11.347,WISE,2M,Simbad,227.56908,-2.68544
228.58525,23.6844722,M,J151420.46+234104.1,TVLM 513-8328,,M8 V,,12.653,0.026,12.351,0.026,,12.175,0.301,,14.087,,13.422,,12.961,WISE,2M,Simbad,228.58525,23.68447
229.9296667,26.1600556,M,J151943.12+260936.2,2MASP J1519431+260937,,M8 V,,14.09,0.031,13.782,0.042,,12.504,0.43,,15.428,,14.758,,14.257,WISE,2M,Simbad,229.92967,26.16006
230.1981667,30.0356944,M,J152047.56+300208.5,SDSS J152047.63+300209.0,,M8.5 V,,13.645,0.028,13.293,0.037,,12.54,0.532,,15.024,,14.365,,14.041,WISE,2M,Simbad,230.19817,30.03569
231.103,29.4236667,M,J152424.72+292525.2,2MASP J1524248+292535,,M7.5 V,,9.935,0.026,9.72,0.023,,9.422,0.036,,11.206,,10.535,,10.155,WISE,2M,Simbad,231.103,29.42367
234.9445,27.9975,M,J153946.68+275951.0,CTI 153915.5+280214,,M4: V,,15.566,0.052,15.19,0.096,>,12.229,,,16.521,>,17.395,,15.701,WISE,2M,Simbad,234.9445,27.9975
234.9447083,28.0395278,M,J153946.73+280222.3,CTI 153915.6+280445,,M6.5 V,,14.371,0.031,14.168,0.048,>,12.351,,,15.493,,15.002,,14.58,WISE,2M,Simbad,234.94471,28.03953
235.0673333,28.0028333,M,J154016.16+280010.2,CTI 153945.1+280233,,M1.5 V,,11.846,0.024,11.794,0.023,,11.816,0.197,,12.849,,12.182,,11.946,WISE,2M,Simbad,235.06733,28.00283
235.0802083,28.0161944,M,J154019.25+280058.3,CTI 153948.1+280322,,M2 V,,12.447,0.023,12.349,0.025,,11.984,0.231,,13.506,,12.871,,12.573,WISE,2M,Simbad,235.08021,28.01619
235.7600833,28.0276389,M,J154302.42+280139.5,CTI 154231.3+280401,,M5.5 V,,13.544,0.028,13.359,0.032,>,12.092,,,14.7,,14.076,,13.794,WISE,2M,Simbad,235.76008,28.02764
278.6529167,40.1234167,M,J183436.70+400724.3,LP 229-17,,M4 V,,6.166,0.038,6.011,0.022,,5.929,0.018,,7.184,,6.53,>,7.104,WISE,2M,Simbad,278.65292,40.12342
280.2922083,24.7876389,M,J184110.13+244715.5,GJ 1230 B,,M4.5 V,,6.348,0.04,6.199,0.025,,6.105,0.019,,7.528,,6.912,,6.616,WISE,2M,Simbad,280.29221,24.78764
284.700125,28.0299444,M,J185848.03+280147.8,CTI 185818.3+280045,,M2.5 V,,11.633,0.026,11.566,0.022,,11.519,0.188,,12.645,,11.993,,11.763,WISE,2M,Simbad,284.70012,28.02994
286.77175,20.8870556,M,J190705.22+205313.4,Gl 745 A,,M3 V,,6.414,0.037,6.204,0.021,,6.145,0.017,,7.295,,6.726,,6.521,WISE,2M,Simbad,286.77175,20.88706
286.8035833,20.8760833,M,J190712.86+205233.9,Gl 745 B,,M2 V,,6.388,0.036,6.181,0.023,,6.128,0.018,,7.278,,6.752,,6.517,WISE,2M,Simbad,286.80358,20.87608
288.1949583,28.0628056,M,J191246.79+280346.1,CTI 191216.9+280228,,M4 V,,14.32,0.045,14.163,0.062,>,12.568,,,15.351,,14.673,,14.594,WISE,2M,Simbad,288.19496,28.06281
290.1390833,-7.6626111,M,J192033.38-073945.4,Gl 754.1 B,,M3 V,,7.089,0.029,6.975,0.021,,6.871,0.018,,8.221,,7.661,,7.414,WISE,2M,Simbad,290.13908,-7.66261
293.158625,0.5775833,M,J193238.07+003439.3,Gl 761.2,,M0.5 V,,6.741,0.033,6.737,0.02,,6.648,0.02,,7.635,,7.045,,6.808,WISE,2M,Simbad,293.15862,0.57758
297.3867083,-62.8226111,M,J194932.81-624921.4,LHS 3487,,M0 V,,11.509,0.023,11.359,0.021,,11.427,0.103,,12.319,,11.812,,11.628,WISE,2M,Simbad,297.38671,-62.82261
304.819875,-56.3564444,M,J201916.77-562123.2,LHS 3538,,M4 V,,10.379,0.026,10.163,0.023,,10.036,0.052,,11.314,,10.807,,10.536,WISE,2M,Simbad,304.81987,-56.35644
307.4532917,9.6893056,M,J202948.79+094121.5,Gl 791.2AB,,M4.5 V,,7.18,0.027,6.949,0.021,,6.783,0.018,,8.228,,7.666,,7.307,WISE,2M,Simbad,307.45329,9.68931
319.6339583,-45.0991944,M,J211832.15-450557.1,HB 2115-4518,,M8.5 V,,12.06,0.026,11.762,0.025,,11.206,0.141,,13.425,,12.768,,12.368,WISE,2M,Simbad,319.63396,-45.09919
320.795,64.2375833,M,J212310.80+641415.3,LP 75-10,,M2.5 V,,10.196,0.021,10.021,0.021,,9.826,0.036,,11.119,,10.536,,10.316,WISE,2M,Simbad,320.795,64.23758
321.859375,-42.2554722,M,J212726.25-421519.7,HB 2124-4228,,M7.5 V,,11.922,0.025,11.651,0.022,,11.275,0.188,,13.321,,12.665,,12.186,WISE,2M,Simbad,321.85937,-42.25547
322.536125,-44.7756111,M,J213008.67-444632.2,HB 2126-4459,,M8.5 V,,12.943,0.026,12.686,0.029,>,12.137,,,14.315,,13.604,,13.163,WISE,2M,Simbad,322.53612,-44.77561
